,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
2885,Eagle_Pose_or_Garudasana_,470.jpg,0,0,18,both
10096,Virasana_or_Vajrasana,2_522.jpg,1,5,72,both
3000,Eight-Angle_Pose_or_Astavakrasana_,267.jpg,2,10,19,both
14404,Seated_Forward_Bend_pose_or_Paschimottanasana_,576.jpg,1,7,52,both
509,Bow_Pose_or_Dhanurasana_,308.jpg,5,19,4,both
1930,Cockerel_Pose,2_0_163.jpg,2,9,11,both
10553,Warrior_I_Pose_or_Virabhadrasana_I_,1_204.jpg,0,2,75,both
13491,Cobra_Pose_or_Bhujangasana_,1_456.jpg,4,14,10,both
10287,Warrior_III_Pose_or_Virabhadrasana_III_,244.jpg,0,3,73,both
13118,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,283.jpg,0,1,77,both
8511,Standing_Forward_Bend_pose_or_Uttanasana_,1_99.jpg,0,1,60,both
9166,Supta_Baddha_Konasana_,2_0_184.jpg,4,13,65,both
7813,Sitting pose 1 (normal),3_225.jpg,1,4,57,both
9761,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,22.jpg,5,17,69,both
4112,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,0_582.jpg,4,16,26,both
15042,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,390.jpg,0,1,77,both
9445,Tortoise_Pose,2_576.jpg,1,7,67,both
8669,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_139.jpg,0,3,61,both
5872,Low_Lunge_pose_or_Anjaneyasana_,170.jpg,0,2,40,both
11468,Chair_Pose_or_Utkatasana_,151.jpg,0,0,8,both
4798,Half_Moon_Pose_or_Ardha_Chandrasana_,432.jpg,0,2,31,both
11920,Firefly_Pose_or_Tittibhasana_,179.jpg,2,9,24,both
12401,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_32.jpg,1,7,49,both
3929,Fish_Pose_or_Matsyasana_,332.jpg,4,13,25,both
11774,Extended_Puppy_Pose_or_Uttana_Shishosana_,105.jpg,4,14,20,both
9838,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,135.jpg,5,17,69,both
3283,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_134.jpg,0,2,21,both
1700,Cobra_Pose_or_Bhujangasana_,1_468.jpg,4,14,10,both
568,Bow_Pose_or_Dhanurasana_,0_332.jpg,5,19,4,both
9089,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_420.jpg,3,11,64,both
4095,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,0_302.jpg,4,16,26,both
4735,Half_Moon_Pose_or_Ardha_Chandrasana_,0_120.jpg,0,2,31,both
5213,Heron_Pose_or_Krounchasana_,2_86.jpg,1,8,35,both
12078,Half_Moon_Pose_or_Ardha_Chandrasana_,626.jpg,0,2,31,both
13162,Yogic_sleep_pose,1_20.jpg,4,13,80,both
15112,Yogic_sleep_pose,1_244.jpg,4,13,80,both
13730,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_434.jpg,0,2,21,both
3051,Extended_Puppy_Pose_or_Uttana_Shishosana_,54.jpg,4,14,20,both
4162,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,278.jpg,4,16,26,both
9831,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,260.jpg,5,17,69,both
5750,Lord_of_the_Dance_Pose_or_Natarajasana_,569.jpg,0,3,39,both
14687,Supported_Headstand_pose_or_Salamba_Sirsasana_,157.jpg,3,11,63,both
3967,Fish_Pose_or_Matsyasana_,592.jpg,4,13,25,both
358,Bound_Angle_Pose_or_Baddha_Konasana_,1_607.jpg,1,4,3,both
10343,Warrior_III_Pose_or_Virabhadrasana_III_,346.jpg,0,3,73,both
1702,Cobra_Pose_or_Bhujangasana_,3_226.jpg,4,14,10,both
8692,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,162.jpg,0,3,62,both
1538,Child_Pose_or_Balasana_,0_561.jpg,4,14,9,both
9307,Supta_Virasana_Vajrasana,1_245.jpg,4,13,66,both
186,Boat_Pose_or_Paripurna_Navasana_,452.jpg,5,19,2,both
6314,Plow_Pose_or_Halasana_,2.jpg,3,12,45,both
6623,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,54.jpg,4,13,48,both
12467,Seated_Forward_Bend_pose_or_Paschimottanasana_,465.jpg,1,7,52,both
13305,Camel_Pose_or_Ustrasana_,32.jpg,5,17,6,both
225,Boat_Pose_or_Paripurna_Navasana_,387.jpg,5,19,2,both
13067,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,2_436.jpg,1,6,76,both
11516,Cobra_Pose_or_Bhujangasana_,3_167.jpg,4,14,10,both
4559,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_162.jpg,1,5,30,both
5127,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_328.jpg,1,7,34,both
1848,Cobra_Pose_or_Bhujangasana_,1_128.jpg,4,14,10,both
9567,Tree_Pose_or_Vrksasana_,562.jpg,0,0,68,both
5039,Happy_Baby_Pose_or_Ananda_Balasana_,0_422.jpg,4,13,33,both
10729,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,1_33.jpg,1,6,76,both
1991,Corpse_Pose_or_Savasana_,394.jpg,4,13,12,both
7919,Sitting pose 1 (normal),3_179.jpg,1,4,57,both
6279,Plow_Pose_or_Halasana_,95.jpg,3,12,45,both
2235,Cow_Face_Pose_or_Gomukhasana_,0_404.jpg,1,5,13,both
13408,Child_Pose_or_Balasana_,34.jpg,4,14,9,both
68,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,434.jpg,1,5,1,both
4107,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,0_532.jpg,4,16,26,both
8214,Split pose,2_480.jpg,1,6,58,both
4691,Half_Moon_Pose_or_Ardha_Chandrasana_,191.jpg,0,2,31,both
13309,Camel_Pose_or_Ustrasana_,242.jpg,5,17,6,both
1755,Cobra_Pose_or_Bhujangasana_,1_19.jpg,4,14,10,both
112,Boat_Pose_or_Paripurna_Navasana_,0_518.jpg,5,19,2,both
11594,Corpse_Pose_or_Savasana_,344.jpg,4,13,12,both
929,Camel_Pose_or_Ustrasana_,255.jpg,5,17,6,both
2435,Crane_(Crow)_Pose_or_Bakasana_,1_410.jpg,2,9,14,both
8420,Standing_Forward_Bend_pose_or_Uttanasana_,1_165.jpg,0,1,60,both
6330,Plow_Pose_or_Halasana_,135.jpg,3,12,45,both
11467,Chair_Pose_or_Utkatasana_,107.jpg,0,0,8,both
13768,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_349.jpg,0,2,22,both
6750,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_472.jpg,1,7,49,both
569,Bow_Pose_or_Dhanurasana_,0_579.jpg,5,19,4,both
10524,Warrior_II_Pose_or_Virabhadrasana_II_,482.jpg,0,3,74,both
7660,Side_Plank_Pose_or_Vasisthasana_,0_269.jpg,4,15,56,both
14369,Scorpion_pose_or_vrischikasana,1_202.jpg,3,12,51,both
787,Camel_Pose_or_Ustrasana_,470.jpg,5,17,6,both
13884,Frog_Pose_or_Bhekasana,1_26.jpg,4,14,27,both
5379,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,482.jpg,3,11,37,both
13135,Wild_Thing_pose_or_Camatkarasana_,292.jpg,5,17,78,both
9911,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,37.jpg,5,17,70,both
9865,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,339.jpg,5,17,69,both
7526,Side_Plank_Pose_or_Vasisthasana_,19.jpg,4,15,56,both
3983,Fish_Pose_or_Matsyasana_,448.jpg,4,13,25,both
5217,Heron_Pose_or_Krounchasana_,2_83.jpg,1,8,35,both
10406,Warrior_II_Pose_or_Virabhadrasana_II_,598.jpg,0,3,74,both
7457,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_0_135.jpg,2,10,55,both
8970,Supported_Headstand_pose_or_Salamba_Sirsasana_,0_217.jpg,3,11,63,both
12770,Supported_Headstand_pose_or_Salamba_Sirsasana_,336.jpg,3,11,63,both
4989,Happy_Baby_Pose_or_Ananda_Balasana_,92.jpg,4,13,33,both
10168,Virasana_or_Vajrasana,1_0_201.jpg,1,5,72,both
4211,Frog_Pose_or_Bhekasana,1_0_45.jpg,4,14,27,both
4844,Handstand_pose_or_Adho_Mukha_Vrksasana_,5.jpg,3,11,32,both
14548,Split pose,2_278.jpg,1,6,58,both
3106,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_229.jpg,0,2,21,both
14435,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_515.jpg,2,10,55,both
13733,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_457.jpg,0,2,21,both
3721,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_397.jpg,3,11,23,both
396,Bound_Angle_Pose_or_Baddha_Konasana_,1_84.jpg,1,4,3,both
11083,Wind_Relieving_pose_or_Pawanmuktasana,526.jpg,4,13,79,both
4171,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,147.jpg,4,16,26,both
2288,Cow_Face_Pose_or_Gomukhasana_,252.jpg,1,5,13,both
7336,Side-Reclining_Leg_Lift_pose_or_Anantasana_,135.jpg,4,15,54,both
13721,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_430.jpg,0,2,21,both
2236,Cow_Face_Pose_or_Gomukhasana_,378.jpg,1,5,13,both
1878,Cobra_Pose_or_Bhujangasana_,2_0_202.jpg,4,14,10,both
14716,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_625.jpg,3,11,64,both
7570,Side_Plank_Pose_or_Vasisthasana_,378.jpg,4,15,56,both
1374,Child_Pose_or_Balasana_,517.jpg,4,14,9,both
9262,Supta_Baddha_Konasana_,2_0_267.jpg,4,13,65,both
5521,Locust_Pose_or_Salabhasana_,594.jpg,4,14,38,both
10981,Wild_Thing_pose_or_Camatkarasana_,73.jpg,5,17,78,both
1655,Cobra_Pose_or_Bhujangasana_,1_0_23.jpg,4,14,10,both
12378,Rajakapotasana,451.jpg,1,8,47,both
9704,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,0_36.jpg,5,17,69,both
1567,Cobra_Pose_or_Bhujangasana_,1_95.jpg,4,14,10,both
4885,Handstand_pose_or_Adho_Mukha_Vrksasana_,176.jpg,3,11,32,both
1858,Cobra_Pose_or_Bhujangasana_,1_236.jpg,4,14,10,both
3656,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_0_63.jpg,0,2,22,both
9829,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,345.jpg,5,17,69,both
6085,Peacock_Pose_or_Mayurasana_,390.jpg,4,16,42,both
11540,Cobra_Pose_or_Bhujangasana_,3_506.jpg,4,14,10,both
8042,Sitting pose 1 (normal),3_35.jpg,1,4,57,both
15092,Wind_Relieving_pose_or_Pawanmuktasana,511.jpg,4,13,79,both
5868,Low_Lunge_pose_or_Anjaneyasana_,310.jpg,0,2,40,both
14479,Sitting pose 1 (normal),3_474.jpg,1,4,57,both
13560,Cow_Face_Pose_or_Gomukhasana_,138.jpg,1,5,13,both
8079,Sitting pose 1 (normal),3_0_328.jpg,1,4,57,both
11473,Child_Pose_or_Balasana_,605.jpg,4,14,9,both
2290,Cow_Face_Pose_or_Gomukhasana_,561.jpg,1,5,13,both
4383,Garland_Pose_or_Malasana_,59.jpg,1,4,28,both
6252,Plow_Pose_or_Halasana_,373.jpg,3,12,45,both
14610,Standing_Forward_Bend_pose_or_Uttanasana_,1_311.jpg,0,1,60,both
5970,Low_Lunge_pose_or_Anjaneyasana_,308.jpg,0,2,40,both
8167,Split pose,3_84.jpg,1,6,58,both
3808,Firefly_Pose_or_Tittibhasana_,436.jpg,2,9,24,both
9408,Supta_Virasana_Vajrasana,4_108.jpg,4,13,66,both
1624,Cobra_Pose_or_Bhujangasana_,2_55.jpg,4,14,10,both
4987,Happy_Baby_Pose_or_Ananda_Balasana_,256.jpg,4,13,33,both
12575,Sitting pose 1 (normal),2_69.jpg,1,4,57,both
1964,Cockerel_Pose,4_412.jpg,2,9,11,both
9608,Tree_Pose_or_Vrksasana_,350.jpg,0,0,68,both
2383,Crane_(Crow)_Pose_or_Bakasana_,1_431.jpg,2,9,14,both
11902,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_183.jpg,3,11,23,both
554,Bow_Pose_or_Dhanurasana_,0_266.jpg,5,19,4,both
6987,Scorpion_pose_or_vrischikasana,1_358.jpg,3,12,51,both
4264,Frog_Pose_or_Bhekasana,1_83.jpg,4,14,27,both
9484,Tortoise_Pose,2_28.jpg,1,7,67,both
1149,Cat_Cow_Pose_or_Marjaryasana_,1_98.jpg,5,18,7,both
10541,Warrior_II_Pose_or_Virabhadrasana_II_,554.jpg,0,3,74,both
38,Akarna_Dhanurasana,6.jpg,1,8,0,both
6955,Scorpion_pose_or_vrischikasana,2_231.jpg,3,12,51,both
14703,Supported_Headstand_pose_or_Salamba_Sirsasana_,15.jpg,3,11,63,both
3120,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_315.jpg,0,2,21,both
14381,Seated_Forward_Bend_pose_or_Paschimottanasana_,199.jpg,1,7,52,both
5762,Lord_of_the_Dance_Pose_or_Natarajasana_,7.jpg,0,3,39,both
14967,Warrior_II_Pose_or_Virabhadrasana_II_,558.jpg,0,3,74,both
11419,Cat_Cow_Pose_or_Marjaryasana_,2_380.jpg,5,18,7,both
5083,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_477.jpg,1,7,34,both
516,Bow_Pose_or_Dhanurasana_,0_570.jpg,5,19,4,both
2069,Corpse_Pose_or_Savasana_,0_408.jpg,4,13,12,both
7012,Scorpion_pose_or_vrischikasana,1_53.jpg,3,12,51,both
14263,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_25.jpg,2,10,46,both
2324,Cow_Face_Pose_or_Gomukhasana_,0_325.jpg,1,5,13,both
2121,Corpse_Pose_or_Savasana_,118.jpg,4,13,12,both
15088,Wind_Relieving_pose_or_Pawanmuktasana,26.jpg,4,13,79,both
12798,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_86.jpg,3,11,64,both
14118,Locust_Pose_or_Salabhasana_,66.jpg,4,14,38,both
7833,Sitting pose 1 (normal),3_556.jpg,1,4,57,both
14955,Warrior_III_Pose_or_Virabhadrasana_III_,502.jpg,0,3,73,both
3146,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_214.jpg,0,2,21,both
11655,Crane_(Crow)_Pose_or_Bakasana_,1_611.jpg,2,9,14,both
7016,Scorpion_pose_or_vrischikasana,1_316.jpg,3,12,51,both
6183,Plow_Pose_or_Halasana_,0_358.jpg,3,12,45,both
7607,Side_Plank_Pose_or_Vasisthasana_,137.jpg,4,15,56,both
6812,Scale_Pose_or_Tolasana_,1_154.jpg,2,9,50,both
2066,Corpse_Pose_or_Savasana_,0_553.jpg,4,13,12,both
8164,Split pose,3_184.jpg,1,6,58,both
1518,Child_Pose_or_Balasana_,527.jpg,4,14,9,both
2753,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,0_136.jpg,0,1,17,both
10786,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,612.jpg,0,1,77,both
1982,Corpse_Pose_or_Savasana_,240.jpg,4,13,12,both
14591,Standing_Forward_Bend_pose_or_Uttanasana_,1_374.jpg,0,1,60,both
13789,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_115.jpg,3,11,23,both
2434,Crane_(Crow)_Pose_or_Bakasana_,1_389.jpg,2,9,14,both
13808,Firefly_Pose_or_Tittibhasana_,114.jpg,2,9,24,both
749,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,0_155.jpg,5,17,5,both
12380,Rajakapotasana,544.jpg,1,8,47,both
7921,Sitting pose 1 (normal),1_353.jpg,1,4,57,both
2741,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,580.jpg,0,1,17,both
5585,Locust_Pose_or_Salabhasana_,454.jpg,4,14,38,both
2437,Crane_(Crow)_Pose_or_Bakasana_,2_0_351.jpg,2,9,14,both
3515,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_154.jpg,0,2,22,both
7994,Sitting pose 1 (normal),1_534.jpg,1,4,57,both
774,Camel_Pose_or_Ustrasana_,95.jpg,5,17,6,both
6949,Scorpion_pose_or_vrischikasana,1_113.jpg,3,12,51,both
12540,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_604.jpg,2,10,55,both
6757,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_264.jpg,1,7,49,both
13044,Warrior_II_Pose_or_Virabhadrasana_II_,359.jpg,0,3,74,both
6931,Scorpion_pose_or_vrischikasana,1_31.jpg,3,12,51,both
4712,Half_Moon_Pose_or_Ardha_Chandrasana_,74.jpg,0,2,31,both
545,Bow_Pose_or_Dhanurasana_,307.jpg,5,19,4,both
10088,Virasana_or_Vajrasana,1_263.jpg,1,5,72,both
10028,Upward_Plank_Pose_or_Purvottanasana_,283.jpg,5,17,71,both
6607,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,246.jpg,4,13,48,both
10526,Warrior_II_Pose_or_Virabhadrasana_II_,572.jpg,0,3,74,both
6486,Rajakapotasana,401.jpg,1,8,47,both
3207,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_187.jpg,0,2,21,both
5792,Lord_of_the_Dance_Pose_or_Natarajasana_,295.jpg,0,3,39,both
7597,Side_Plank_Pose_or_Vasisthasana_,494.jpg,4,15,56,both
2132,Corpse_Pose_or_Savasana_,0_333.jpg,4,13,12,both
8208,Split pose,3_40.jpg,1,6,58,both
9257,Supta_Baddha_Konasana_,2_226.jpg,4,13,65,both
1437,Child_Pose_or_Balasana_,0_55.jpg,4,14,9,both
12537,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_360.jpg,2,10,55,both
2924,Eight-Angle_Pose_or_Astavakrasana_,348.jpg,2,10,19,both
699,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,641.jpg,5,17,5,both
2976,Eight-Angle_Pose_or_Astavakrasana_,419.jpg,2,10,19,both
