,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
3297,Peacock_Pose_or_Mayurasana_,58.jpg,4,16,42,both
1630,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_531.jpg,0,2,21,both
5709,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,246.jpg,0,1,77,both
7832,Low_Lunge_pose_or_Anjaneyasana_,321.jpg,0,2,40,both
4518,Standing_Forward_Bend_pose_or_Uttanasana_,1_101.jpg,0,1,60,both
1785,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_477.jpg,0,2,22,both
2929,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,130.jpg,3,11,37,both
3822,Scorpion_pose_or_vrischikasana,1_120.jpg,3,12,51,both
4019,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_206.jpg,2,10,55,both
4456,Standing_Forward_Bend_pose_or_Uttanasana_,1_209.jpg,0,1,60,both
1906,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_383.jpg,0,2,22,both
4492,Standing_Forward_Bend_pose_or_Uttanasana_,2_587.jpg,0,1,60,both
4389,Split pose,2_434.jpg,1,6,58,both
5515,Warrior_II_Pose_or_Virabhadrasana_II_,116.jpg,0,3,74,both
5109,Tree_Pose_or_Vrksasana_,305.jpg,0,0,68,both
2149,Fish_Pose_or_Matsyasana_,212.jpg,4,13,25,both
3633,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_380.jpg,1,7,49,both
6439,Frog_Pose_or_Bhekasana,1_86.jpg,4,14,27,both
4341,Split pose,2_27.jpg,1,6,58,both
5972,Akarna_Dhanurasana,39.jpg,1,8,0,both
150,Bound_Angle_Pose_or_Baddha_Konasana_,1_613.jpg,1,4,3,both
3432,Plow_Pose_or_Halasana_,175.jpg,3,12,45,both
2948,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,157.jpg,3,11,37,both
7566,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_82.jpg,3,11,23,both
2844,Heron_Pose_or_Krounchasana_,2_109.jpg,1,8,35,both
985,Cockerel_Pose,2_476.jpg,2,9,11,both
1640,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_123.jpg,0,2,21,both
1445,Eagle_Pose_or_Garudasana_,126.jpg,0,0,18,both
3481,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_62.jpg,2,10,46,both
4755,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_119.jpg,3,11,64,both
6083,Child_Pose_or_Balasana_,591.jpg,4,14,9,both
1854,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_120.jpg,0,2,22,both
6752,Seated_Forward_Bend_pose_or_Paschimottanasana_,606.jpg,1,7,52,both
2175,Fish_Pose_or_Matsyasana_,421.jpg,4,13,25,both
2173,Fish_Pose_or_Matsyasana_,28.jpg,4,13,25,both
2161,Fish_Pose_or_Matsyasana_,199.jpg,4,13,25,both
663,Child_Pose_or_Balasana_,451.jpg,4,14,9,both
2326,Frog_Pose_or_Bhekasana,1_405.jpg,4,14,27,both
7575,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_268.jpg,3,11,23,both
5628,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,2_451.jpg,1,6,76,both
6286,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_574.jpg,0,2,21,both
6792,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_279.jpg,2,10,55,both
3211,Low_Lunge_pose_or_Anjaneyasana_,209.jpg,0,2,40,both
7189,viparita_virabhadrasana_or_reverse_warrior_pose,500.jpg,0,2,81,both
2187,Fish_Pose_or_Matsyasana_,144.jpg,4,13,25,both
170,Bound_Angle_Pose_or_Baddha_Konasana_,1_301.jpg,1,4,3,both
4691,Supported_Headstand_pose_or_Salamba_Sirsasana_,332.jpg,3,11,63,both
495,Cat_Cow_Pose_or_Marjaryasana_,1_401.jpg,5,18,7,both
8347,Yogic_sleep_pose,1_244.jpg,4,13,80,both
4785,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_464.jpg,3,11,64,both
992,Cockerel_Pose,2_463.jpg,2,9,11,both
804,Cobra_Pose_or_Bhujangasana_,3_531.jpg,4,14,10,both
6049,Camel_Pose_or_Ustrasana_,599.jpg,5,17,6,both
4602,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_116.jpg,0,3,61,both
8241,Virasana_or_Vajrasana,2_77.jpg,1,5,72,both
3640,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_438.jpg,1,7,49,both
911,Cobra_Pose_or_Bhujangasana_,2_54.jpg,4,14,10,both
5764,Wild_Thing_pose_or_Camatkarasana_,67.jpg,5,17,78,both
702,Child_Pose_or_Balasana_,421.jpg,4,14,9,both
1217,Crane_(Crow)_Pose_or_Bakasana_,1_9.jpg,2,9,14,both
5849,Wind_Relieving_pose_or_Pawanmuktasana,377.jpg,4,13,79,both
1029,Corpse_Pose_or_Savasana_,437.jpg,4,13,12,both
7852,Plow_Pose_or_Halasana_,447.jpg,3,12,45,both
4060,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_417.jpg,2,10,55,both
8053,Standing_Forward_Bend_pose_or_Uttanasana_,1_497.jpg,0,1,60,both
2116,Fish_Pose_or_Matsyasana_,125.jpg,4,13,25,both
5966,viparita_virabhadrasana_or_reverse_warrior_pose,82.jpg,0,2,81,both
8140,Supta_Baddha_Konasana_,2_259.jpg,4,13,65,both
5488,Warrior_III_Pose_or_Virabhadrasana_III_,563.jpg,0,3,73,both
5098,Tree_Pose_or_Vrksasana_,241.jpg,0,0,68,both
207,Bow_Pose_or_Dhanurasana_,317.jpg,5,19,4,both
7906,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_286.jpg,1,7,49,both
2184,Fish_Pose_or_Matsyasana_,380.jpg,4,13,25,both
1279,Crane_(Crow)_Pose_or_Bakasana_,2_286.jpg,2,9,14,both
1337,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,645.jpg,0,1,17,both
8288,Warrior_I_Pose_or_Virabhadrasana_I_,1_630.jpg,0,2,75,both
5862,Yogic_sleep_pose,1_105.jpg,4,13,80,both
3405,Plow_Pose_or_Halasana_,31.jpg,3,12,45,both
7805,Lord_of_the_Dance_Pose_or_Natarajasana_,285.jpg,0,3,39,both
5347,Virasana_or_Vajrasana,1_6.jpg,1,5,72,both
289,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,61.jpg,5,17,5,both
3767,Scorpion_pose_or_vrischikasana,1_23.jpg,3,12,51,both
4719,Supported_Headstand_pose_or_Salamba_Sirsasana_,212.jpg,3,11,63,both
3253,Noose_Pose_or_Pasasana_,93.jpg,1,4,41,both
7039,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,121.jpg,5,17,70,both
1869,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_390.jpg,0,2,22,both
3935,Shoulder-Pressing_Pose_or_Bhujapidasana_,136.jpg,2,9,53,both
1862,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_638.jpg,0,2,22,both
3674,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_35.jpg,1,7,49,both
7096,Warrior_II_Pose_or_Virabhadrasana_II_,544.jpg,0,3,74,both
2904,Intense_Side_Stretch_Pose_or_Parsvottanasana_,492.jpg,0,1,36,both
4752,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_14.jpg,3,11,64,both
1786,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_359.jpg,0,2,22,both
698,Child_Pose_or_Balasana_,329.jpg,4,14,9,both
5759,Wild_Thing_pose_or_Camatkarasana_,123.jpg,5,17,78,both
7183,viparita_virabhadrasana_or_reverse_warrior_pose,38.jpg,0,2,81,both
3139,Lord_of_the_Dance_Pose_or_Natarajasana_,468.jpg,0,3,39,both
6012,Bow_Pose_or_Dhanurasana_,378.jpg,5,19,4,both
4378,Split pose,3_47.jpg,1,6,58,both
8133,Supta_Baddha_Konasana_,3_253.jpg,4,13,65,both
8212,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,16.jpg,5,17,70,both
6757,Seated_Forward_Bend_pose_or_Paschimottanasana_,427.jpg,1,7,52,both
13,Akarna_Dhanurasana,2.jpg,1,8,0,both
409,Camel_Pose_or_Ustrasana_,119.jpg,5,17,6,both
1775,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,2_363.jpg,0,2,21,both
3968,Side-Reclining_Leg_Lift_pose_or_Anantasana_,82.jpg,4,15,54,both
1049,Corpse_Pose_or_Savasana_,154.jpg,4,13,12,both
2448,Gate_Pose_or_Parighasana_,557.jpg,0,2,29,both
271,Bow_Pose_or_Dhanurasana_,123.jpg,5,19,4,both
5486,Warrior_III_Pose_or_Virabhadrasana_III_,121.jpg,0,3,73,both
7744,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_284.jpg,1,7,34,both
4927,Supta_Virasana_Vajrasana,1_224.jpg,4,13,66,both
3843,Seated_Forward_Bend_pose_or_Paschimottanasana_,37.jpg,1,7,52,both
7511,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_470.jpg,0,2,21,both
6117,Cobra_Pose_or_Bhujangasana_,3_336.jpg,4,14,10,both
3661,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_120.jpg,1,7,49,both
4851,Supta_Baddha_Konasana_,1_514.jpg,4,13,65,both
789,Cobra_Pose_or_Bhujangasana_,3_465.jpg,4,14,10,both
8325,Wild_Thing_pose_or_Camatkarasana_,104.jpg,5,17,78,both
7813,Lord_of_the_Dance_Pose_or_Natarajasana_,474.jpg,0,3,39,both
7225,Bound_Angle_Pose_or_Baddha_Konasana_,2_236.jpg,1,4,3,both
884,Cobra_Pose_or_Bhujangasana_,3_312.jpg,4,14,10,both
681,Child_Pose_or_Balasana_,596.jpg,4,14,9,both
8260,Warrior_III_Pose_or_Virabhadrasana_III_,304.jpg,0,3,73,both
6149,Cockerel_Pose,4_31.jpg,2,9,11,both
591,Chair_Pose_or_Utkatasana_,127.jpg,0,0,8,both
5780,Wild_Thing_pose_or_Camatkarasana_,11.jpg,5,17,78,both
5047,Tortoise_Pose,1_144.jpg,1,7,67,both
2287,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,126.jpg,4,16,26,both
7033,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,284.jpg,5,17,69,both
7198,Akarna_Dhanurasana,74.jpg,1,8,0,both
5072,Tree_Pose_or_Vrksasana_,127.jpg,0,0,68,both
5569,Warrior_II_Pose_or_Virabhadrasana_II_,572.jpg,0,3,74,both
7933,Scorpion_pose_or_vrischikasana,1_123.jpg,3,12,51,both
208,Bow_Pose_or_Dhanurasana_,533.jpg,5,19,4,both
6443,Garland_Pose_or_Malasana_,474.jpg,1,4,28,both
5465,Warrior_III_Pose_or_Virabhadrasana_III_,380.jpg,0,3,73,both
797,Cobra_Pose_or_Bhujangasana_,1_56.jpg,4,14,10,both
5234,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,196.jpg,5,17,70,both
1569,Eight-Angle_Pose_or_Astavakrasana_,165.jpg,2,10,19,both
6565,Locust_Pose_or_Salabhasana_,342.jpg,4,14,38,both
945,Cobra_Pose_or_Bhujangasana_,1_147.jpg,4,14,10,both
5382,Virasana_or_Vajrasana,2_63.jpg,1,5,72,both
5802,Wild_Thing_pose_or_Camatkarasana_,35.jpg,5,17,78,both
5386,Virasana_or_Vajrasana,2_194.jpg,1,5,72,both
1470,Eagle_Pose_or_Garudasana_,203.jpg,0,0,18,both
5755,Wild_Thing_pose_or_Camatkarasana_,184.jpg,5,17,78,both
4155,Side_Plank_Pose_or_Vasisthasana_,137.jpg,4,15,56,both
1921,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_98.jpg,0,2,22,both
2016,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_395.jpg,3,11,23,both
5213,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,84.jpg,5,17,69,both
3124,Lord_of_the_Dance_Pose_or_Natarajasana_,592.jpg,0,3,39,both
3499,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_347.jpg,2,10,46,both
1288,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,32.jpg,4,16,15,both
3727,Scale_Pose_or_Tolasana_,1_280.jpg,2,9,50,both
6232,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,274.jpg,0,1,17,both
898,Cobra_Pose_or_Bhujangasana_,2_461.jpg,4,14,10,both
3370,Plow_Pose_or_Halasana_,459.jpg,3,12,45,both
6928,Supported_Headstand_pose_or_Salamba_Sirsasana_,545.jpg,3,11,63,both
3018,Locust_Pose_or_Salabhasana_,404.jpg,4,14,38,both
7161,Wind_Relieving_pose_or_Pawanmuktasana,43.jpg,4,13,79,both
6472,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_516.jpg,1,5,30,both
8035,Split pose,2_392.jpg,1,6,58,both
277,Bow_Pose_or_Dhanurasana_,175.jpg,5,19,4,both
7781,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,380.jpg,3,11,37,both
1673,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_312.jpg,0,2,21,both
3255,Noose_Pose_or_Pasasana_,81.jpg,1,4,41,both
4638,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,3.jpg,0,3,62,both
6405,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,324.jpg,4,16,26,both
7421,Crane_(Crow)_Pose_or_Bakasana_,1_19.jpg,2,9,14,both
3864,Seated_Forward_Bend_pose_or_Paschimottanasana_,372.jpg,1,7,52,both
5534,Warrior_II_Pose_or_Virabhadrasana_II_,58.jpg,0,3,74,both
2531,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_439.jpg,1,5,30,both
6553,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,399.jpg,3,11,37,both
2968,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,277.jpg,3,11,37,both
1317,Dolphin_Pose_or_Ardha_Pincha_Mayurasana_,724.jpg,0,1,16,both
8301,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,3_490.jpg,1,6,76,both
5688,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,592.jpg,0,1,77,both
107,Boat_Pose_or_Paripurna_Navasana_,352.jpg,5,19,2,both
2270,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,365.jpg,4,16,26,both
1642,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_195.jpg,0,2,21,both
6939,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_276.jpg,3,11,64,both
1305,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,27.jpg,4,16,15,both
3914,Seated_Forward_Bend_pose_or_Paschimottanasana_,362.jpg,1,7,52,both
6905,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,2_102.jpg,0,3,61,both
2434,Gate_Pose_or_Parighasana_,487.jpg,0,2,29,both
7725,Handstand_pose_or_Adho_Mukha_Vrksasana_,3.jpg,3,11,32,both
205,Bound_Angle_Pose_or_Baddha_Konasana_,2_272.jpg,1,4,3,both
2007,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_171.jpg,3,11,23,both
4622,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,174.jpg,0,3,62,both
1727,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_389.jpg,0,2,21,both
5160,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,586.jpg,5,17,69,both
7900,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,2_548.jpg,1,7,49,both
5676,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,119.jpg,0,1,77,both
1058,Corpse_Pose_or_Savasana_,423.jpg,4,13,12,both
4413,Split pose,2_492.jpg,1,6,58,both
2872,Intense_Side_Stretch_Pose_or_Parsvottanasana_,248.jpg,0,1,36,both
5002,Tortoise_Pose,2_597.jpg,1,7,67,both
7902,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_155.jpg,1,7,49,both
6363,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_15.jpg,3,11,23,both
3925,Shoulder-Pressing_Pose_or_Bhujapidasana_,154.jpg,2,9,53,both
222,Bow_Pose_or_Dhanurasana_,363.jpg,5,19,4,both
5857,Wind_Relieving_pose_or_Pawanmuktasana,180.jpg,4,13,79,both
3810,Scorpion_pose_or_vrischikasana,2_42.jpg,3,12,51,both
3458,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_13.jpg,2,10,46,both
5163,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,286.jpg,5,17,69,both
1161,Cow_Face_Pose_or_Gomukhasana_,22.jpg,1,5,13,both
5833,Wind_Relieving_pose_or_Pawanmuktasana,303.jpg,4,13,79,both
1313,Dolphin_Pose_or_Ardha_Pincha_Mayurasana_,205.jpg,0,1,16,both
6682,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_143.jpg,2,10,46,both
5985,Boat_Pose_or_Paripurna_Navasana_,402.jpg,5,19,2,both
4717,Supported_Headstand_pose_or_Salamba_Sirsasana_,135.jpg,3,11,63,both
6,Akarna_Dhanurasana,84.jpg,1,8,0,both
7926,Scorpion_pose_or_vrischikasana,1_96.jpg,3,12,51,both
4148,Side_Plank_Pose_or_Vasisthasana_,310.jpg,4,15,56,both
4198,Sitting pose 1 (normal),1_513.jpg,1,4,57,both
2538,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_327.jpg,1,5,30,both
7808,Lord_of_the_Dance_Pose_or_Natarajasana_,256.jpg,0,3,39,both
5596,Warrior_I_Pose_or_Virabhadrasana_I_,1_343.jpg,0,2,75,both
3907,Seated_Forward_Bend_pose_or_Paschimottanasana_,431.jpg,1,7,52,both
2909,Intense_Side_Stretch_Pose_or_Parsvottanasana_,88.jpg,0,1,36,both
8177,Tortoise_Pose,1_67.jpg,1,7,67,both
3086,Lord_of_the_Dance_Pose_or_Natarajasana_,260.jpg,0,3,39,both
3267,Noose_Pose_or_Pasasana_,162.jpg,1,4,41,both
2886,Intense_Side_Stretch_Pose_or_Parsvottanasana_,32.jpg,0,1,36,both
7560,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_21.jpg,0,2,22,both
424,Camel_Pose_or_Ustrasana_,344.jpg,5,17,6,both
2888,Intense_Side_Stretch_Pose_or_Parsvottanasana_,177.jpg,0,1,36,both
836,Cobra_Pose_or_Bhujangasana_,2_401.jpg,4,14,10,both
4174,Side_Plank_Pose_or_Vasisthasana_,412.jpg,4,15,56,both
2250,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,14.jpg,4,16,26,both
2050,Firefly_Pose_or_Tittibhasana_,299.jpg,2,9,24,both
7929,Scorpion_pose_or_vrischikasana,1_154.jpg,3,12,51,both
5507,Warrior_III_Pose_or_Virabhadrasana_III_,441.jpg,0,3,73,both
1847,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_186.jpg,0,2,22,both
