,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
6623,Noose_Pose_or_Pasasana_,88.jpg,1,4,41,both
6221,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,65.jpg,0,1,17,both
3275,Peacock_Pose_or_Mayurasana_,452.jpg,4,16,42,both
1067,Corpse_Pose_or_Savasana_,159.jpg,4,13,12,both
571,Chair_Pose_or_Utkatasana_,485.jpg,0,0,8,both
4349,Split pose,2_419.jpg,1,6,58,both
4252,Sitting pose 1 (normal),2_115.jpg,1,4,57,both
1914,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_99.jpg,0,2,22,both
3085,Lord_of_the_Dance_Pose_or_Natarajasana_,595.jpg,0,3,39,both
6037,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,256.jpg,5,17,5,both
4387,Split pose,1_781.jpg,1,6,58,both
3277,Peacock_Pose_or_Mayurasana_,176.jpg,4,16,42,both
2120,Fish_Pose_or_Matsyasana_,338.jpg,4,13,25,both
6735,Scorpion_pose_or_vrischikasana,1_4.jpg,3,12,51,both
7925,Scorpion_pose_or_vrischikasana,1_148.jpg,3,12,51,both
796,Cobra_Pose_or_Bhujangasana_,1_188.jpg,4,14,10,both
1808,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_655.jpg,0,2,22,both
3778,Scorpion_pose_or_vrischikasana,1_36.jpg,3,12,51,both
4426,Split pose,3_229.jpg,1,6,58,both
3270,Peacock_Pose_or_Mayurasana_,333.jpg,4,16,42,both
5207,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,276.jpg,5,17,69,both
7527,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_599.jpg,0,2,21,both
805,Cobra_Pose_or_Bhujangasana_,1_618.jpg,4,14,10,both
4337,Split pose,2_439.jpg,1,6,58,both
4627,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,109.jpg,0,3,62,both
4801,Supta_Baddha_Konasana_,1_342.jpg,4,13,65,both
3875,Seated_Forward_Bend_pose_or_Paschimottanasana_,218.jpg,1,7,52,both
1150,Cow_Face_Pose_or_Gomukhasana_,161.jpg,1,5,13,both
6112,Cobra_Pose_or_Bhujangasana_,2_152.jpg,4,14,10,both
8257,Warrior_III_Pose_or_Virabhadrasana_III_,186.jpg,0,3,73,both
5044,Tortoise_Pose,2_23.jpg,1,7,67,both
1501,Eight-Angle_Pose_or_Astavakrasana_,298.jpg,2,10,19,both
6755,Seated_Forward_Bend_pose_or_Paschimottanasana_,32.jpg,1,7,52,both
2657,Handstand_pose_or_Adho_Mukha_Vrksasana_,59.jpg,3,11,32,both
2965,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,107.jpg,3,11,37,both
1974,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_323.jpg,3,11,23,both
388,Camel_Pose_or_Ustrasana_,110.jpg,5,17,6,both
8109,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_113.jpg,3,11,64,both
1367,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,146.jpg,0,1,17,both
6908,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,325.jpg,0,3,62,both
4795,Supta_Baddha_Konasana_,1_347.jpg,4,13,65,both
5232,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,328.jpg,5,17,69,both
3745,Scale_Pose_or_Tolasana_,1_111.jpg,2,9,50,both
5704,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,423.jpg,0,1,77,both
4424,Split pose,2_445.jpg,1,6,58,both
4702,Supported_Headstand_pose_or_Salamba_Sirsasana_,182.jpg,3,11,63,both
6697,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,8.jpg,4,13,48,both
7162,Wind_Relieving_pose_or_Pawanmuktasana,210.jpg,4,13,79,both
1265,Crane_(Crow)_Pose_or_Bakasana_,2_377.jpg,2,9,14,both
6638,Pigeon_Pose_or_Kapotasana_,9.jpg,5,17,43,both
7552,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_388.jpg,0,2,22,both
7822,Low_Lunge_pose_or_Anjaneyasana_,384.jpg,0,2,40,both
3774,Scorpion_pose_or_vrischikasana,1_130.jpg,3,12,51,both
3969,Side-Reclining_Leg_Lift_pose_or_Anantasana_,182.jpg,4,15,54,both
3504,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_59.jpg,2,10,46,both
6568,Locust_Pose_or_Salabhasana_,338.jpg,4,14,38,both
2367,Garland_Pose_or_Malasana_,461.jpg,1,4,28,both
2986,Locust_Pose_or_Salabhasana_,51.jpg,4,14,38,both
7673,Garland_Pose_or_Malasana_,83.jpg,1,4,28,both
3484,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_288.jpg,2,10,46,both
2871,Intense_Side_Stretch_Pose_or_Parsvottanasana_,75.jpg,0,1,36,both
2607,Half_Moon_Pose_or_Ardha_Chandrasana_,76.jpg,0,2,31,both
5858,Wind_Relieving_pose_or_Pawanmuktasana,332.jpg,4,13,79,both
4738,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_603.jpg,3,11,64,both
1776,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_246.jpg,0,2,21,both
4700,Supported_Headstand_pose_or_Salamba_Sirsasana_,321.jpg,3,11,63,both
7050,Upward_Plank_Pose_or_Purvottanasana_,125.jpg,5,17,71,both
6091,Child_Pose_or_Balasana_,391.jpg,4,14,9,both
2555,Half_Moon_Pose_or_Ardha_Chandrasana_,397.jpg,0,2,31,both
1629,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_378.jpg,0,2,21,both
5426,Virasana_or_Vajrasana,1_260.jpg,1,5,72,both
3571,Rajakapotasana,569.jpg,1,8,47,both
5281,Upward_Plank_Pose_or_Purvottanasana_,133.jpg,5,17,71,both
6701,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,551.jpg,4,13,48,both
3066,Locust_Pose_or_Salabhasana_,10.jpg,4,14,38,both
7630,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,154.jpg,4,16,26,both
4912,Supta_Virasana_Vajrasana,1_245.jpg,4,13,66,both
4096,Side_Plank_Pose_or_Vasisthasana_,210.jpg,4,15,56,both
1126,Cow_Face_Pose_or_Gomukhasana_,41.jpg,1,5,13,both
2045,Firefly_Pose_or_Tittibhasana_,166.jpg,2,9,24,both
3833,Seated_Forward_Bend_pose_or_Paschimottanasana_,176.jpg,1,7,52,both
5854,Wind_Relieving_pose_or_Pawanmuktasana,51.jpg,4,13,79,both
4154,Side_Plank_Pose_or_Vasisthasana_,496.jpg,4,15,56,both
1396,Eagle_Pose_or_Garudasana_,185.jpg,0,0,18,both
5362,Virasana_or_Vajrasana,2_417.jpg,1,5,72,both
2628,Half_Moon_Pose_or_Ardha_Chandrasana_,211.jpg,0,2,31,both
2728,Happy_Baby_Pose_or_Ananda_Balasana_,167.jpg,4,13,33,both
572,Chair_Pose_or_Utkatasana_,166.jpg,0,0,8,both
8254,Warrior_III_Pose_or_Virabhadrasana_III_,447.jpg,0,3,73,both
2284,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,69.jpg,4,16,26,both
2778,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_86.jpg,1,7,34,both
5847,Wind_Relieving_pose_or_Pawanmuktasana,110.jpg,4,13,79,both
3655,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_316.jpg,1,7,49,both
4160,Side_Plank_Pose_or_Vasisthasana_,51.jpg,4,15,56,both
2822,Heron_Pose_or_Krounchasana_,2_48.jpg,1,8,35,both
5493,Warrior_III_Pose_or_Virabhadrasana_III_,289.jpg,0,3,73,both
3962,Shoulder-Pressing_Pose_or_Bhujapidasana_,81.jpg,2,9,53,both
2602,Half_Moon_Pose_or_Ardha_Chandrasana_,354.jpg,0,2,31,both
1514,Eight-Angle_Pose_or_Astavakrasana_,280.jpg,2,10,19,both
2798,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_279.jpg,1,7,34,both
1748,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_302.jpg,0,2,21,both
5215,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,73.jpg,5,17,69,both
1250,Crane_(Crow)_Pose_or_Bakasana_,1_327.jpg,2,9,14,both
5132,Tree_Pose_or_Vrksasana_,51.jpg,0,0,68,both
353,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,86.jpg,5,17,5,both
1092,Corpse_Pose_or_Savasana_,90.jpg,4,13,12,both
6677,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_166.jpg,2,10,46,both
605,Chair_Pose_or_Utkatasana_,207.jpg,0,0,8,both
1672,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_294.jpg,0,2,21,both
3998,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_341.jpg,2,10,55,both
3245,Low_Lunge_pose_or_Anjaneyasana_,333.jpg,0,2,40,both
936,Cobra_Pose_or_Bhujangasana_,1_321.jpg,4,14,10,both
1765,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,4_185.jpg,0,2,21,both
7708,Half_Moon_Pose_or_Ardha_Chandrasana_,438.jpg,0,2,31,both
3858,Seated_Forward_Bend_pose_or_Paschimottanasana_,221.jpg,1,7,52,both
3101,Lord_of_the_Dance_Pose_or_Natarajasana_,8.jpg,0,3,39,both
548,Chair_Pose_or_Utkatasana_,167.jpg,0,0,8,both
7834,Low_Lunge_pose_or_Anjaneyasana_,411.jpg,0,2,40,both
6052,Camel_Pose_or_Ustrasana_,347.jpg,5,17,6,both
7036,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,70.jpg,5,17,70,both
8330,Wind_Relieving_pose_or_Pawanmuktasana,585.jpg,4,13,79,both
1942,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_14.jpg,3,11,23,both
5117,Tree_Pose_or_Vrksasana_,571.jpg,0,0,68,both
397,Camel_Pose_or_Ustrasana_,78.jpg,5,17,6,both
3326,Pigeon_Pose_or_Kapotasana_,458.jpg,5,17,43,both
6598,Lord_of_the_Dance_Pose_or_Natarajasana_,146.jpg,0,3,39,both
4167,Side_Plank_Pose_or_Vasisthasana_,531.jpg,4,15,56,both
8221,Upward_Plank_Pose_or_Purvottanasana_,280.jpg,5,17,71,both
6137,Cobra_Pose_or_Bhujangasana_,2_157.jpg,4,14,10,both
3261,Noose_Pose_or_Pasasana_,61.jpg,1,4,41,both
3454,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_33.jpg,2,10,46,both
7515,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,5_436.jpg,0,2,21,both
2866,Intense_Side_Stretch_Pose_or_Parsvottanasana_,26.jpg,0,1,36,both
7845,Plank_Pose_or_Kumbhakasana_,30.jpg,4,16,44,both
5915,viparita_virabhadrasana_or_reverse_warrior_pose,204.jpg,0,2,81,both
3274,Peacock_Pose_or_Mayurasana_,30.jpg,4,16,42,both
4516,Standing_Forward_Bend_pose_or_Uttanasana_,1_317.jpg,0,1,60,both
5107,Tree_Pose_or_Vrksasana_,222.jpg,0,0,68,both
133,Boat_Pose_or_Paripurna_Navasana_,576.jpg,5,19,2,both
5159,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,108.jpg,5,17,69,both
1123,Cow_Face_Pose_or_Gomukhasana_,74.jpg,1,5,13,both
1173,Cow_Face_Pose_or_Gomukhasana_,281.jpg,1,5,13,both
597,Chair_Pose_or_Utkatasana_,230.jpg,0,0,8,both
616,Chair_Pose_or_Utkatasana_,575.jpg,0,0,8,both
2703,Handstand_pose_or_Adho_Mukha_Vrksasana_,160.jpg,3,11,32,both
2001,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_48.jpg,3,11,23,both
225,Bow_Pose_or_Dhanurasana_,488.jpg,5,19,4,both
5273,Upward_Plank_Pose_or_Purvottanasana_,90.jpg,5,17,71,both
1346,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,655.jpg,0,1,17,both
7387,Corpse_Pose_or_Savasana_,279.jpg,4,13,12,both
909,Cobra_Pose_or_Bhujangasana_,1_72.jpg,4,14,10,both
7088,Warrior_III_Pose_or_Virabhadrasana_III_,319.jpg,0,3,73,both
7176,Yogic_sleep_pose,1_203.jpg,4,13,80,both
6863,Split pose,2_190.jpg,1,6,58,both
7542,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_252.jpg,0,2,22,both
389,Camel_Pose_or_Ustrasana_,613.jpg,5,17,6,both
6815,Side_Plank_Pose_or_Vasisthasana_,211.jpg,4,15,56,both
5749,Wild_Thing_pose_or_Camatkarasana_,182.jpg,5,17,78,both
1905,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_425.jpg,0,2,22,both
1282,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,34.jpg,4,16,15,both
6164,Corpse_Pose_or_Savasana_,344.jpg,4,13,12,both
1461,Eagle_Pose_or_Garudasana_,268.jpg,0,0,18,both
7327,Child_Pose_or_Balasana_,111.jpg,4,14,9,both
2471,Gate_Pose_or_Parighasana_,400.jpg,0,2,29,both
893,Cobra_Pose_or_Bhujangasana_,3_350.jpg,4,14,10,both
2443,Gate_Pose_or_Parighasana_,13.jpg,0,2,29,both
2350,Garland_Pose_or_Malasana_,256.jpg,1,4,28,both
7375,Cockerel_Pose,4_188.jpg,2,9,11,both
2979,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,565.jpg,3,11,37,both
3415,Plow_Pose_or_Halasana_,154.jpg,3,12,45,both
8311,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,76.jpg,0,1,77,both
7146,Wild_Thing_pose_or_Camatkarasana_,205.jpg,5,17,78,both
3393,Plow_Pose_or_Halasana_,86.jpg,3,12,45,both
4350,Split pose,2_205.jpg,1,6,58,both
7346,Cobra_Pose_or_Bhujangasana_,3_201.jpg,4,14,10,both
4087,Side_Plank_Pose_or_Vasisthasana_,483.jpg,4,15,56,both
1975,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_154.jpg,3,11,23,both
160,Bound_Angle_Pose_or_Baddha_Konasana_,1_529.jpg,1,4,3,both
3926,Shoulder-Pressing_Pose_or_Bhujapidasana_,38.jpg,2,9,53,both
7615,Fish_Pose_or_Matsyasana_,295.jpg,4,13,25,both
93,Boat_Pose_or_Paripurna_Navasana_,317.jpg,5,19,2,both
2561,Half_Moon_Pose_or_Ardha_Chandrasana_,459.jpg,0,2,31,both
7473,Eight-Angle_Pose_or_Astavakrasana_,125.jpg,2,10,19,both
8338,Wind_Relieving_pose_or_Pawanmuktasana,188.jpg,4,13,79,both
7018,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,389.jpg,5,17,69,both
7807,Lord_of_the_Dance_Pose_or_Natarajasana_,574.jpg,0,3,39,both
8087,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,274.jpg,0,3,62,both
6134,Cobra_Pose_or_Bhujangasana_,3_482.jpg,4,14,10,both
6116,Cobra_Pose_or_Bhujangasana_,3_460.jpg,4,14,10,both
3224,Low_Lunge_pose_or_Anjaneyasana_,234.jpg,0,2,40,both
5804,Wild_Thing_pose_or_Camatkarasana_,7.jpg,5,17,78,both
5125,Tree_Pose_or_Vrksasana_,248.jpg,0,0,68,both
2126,Fish_Pose_or_Matsyasana_,218.jpg,4,13,25,both
5889,Yogic_sleep_pose,1_99.jpg,4,13,80,both
1281,Crane_(Crow)_Pose_or_Bakasana_,1_213.jpg,2,9,14,both
3344,Plank_Pose_or_Kumbhakasana_,238.jpg,4,16,44,both
6176,Cow_Face_Pose_or_Gomukhasana_,116.jpg,1,5,13,both
7080,Warrior_III_Pose_or_Virabhadrasana_III_,279.jpg,0,3,73,both
5456,Warrior_III_Pose_or_Virabhadrasana_III_,490.jpg,0,3,73,both
5010,Tortoise_Pose,2_259.jpg,1,7,67,both
5845,Wind_Relieving_pose_or_Pawanmuktasana,151.jpg,4,13,79,both
6591,Lord_of_the_Dance_Pose_or_Natarajasana_,44.jpg,0,3,39,both
40,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,104.jpg,1,5,1,both
5087,Tree_Pose_or_Vrksasana_,310.jpg,0,0,68,both
3150,Lord_of_the_Dance_Pose_or_Natarajasana_,16.jpg,0,3,39,both
3665,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,2_416.jpg,1,7,49,both
4494,Standing_Forward_Bend_pose_or_Uttanasana_,1_288.jpg,0,1,60,both
7174,Yogic_sleep_pose,1_117.jpg,4,13,80,both
2460,Gate_Pose_or_Parighasana_,171.jpg,0,2,29,both
726,Cobra_Pose_or_Bhujangasana_,1_431.jpg,4,14,10,both
7662,Garland_Pose_or_Malasana_,511.jpg,1,4,28,both
4122,Side_Plank_Pose_or_Vasisthasana_,436.jpg,4,15,56,both
114,Boat_Pose_or_Paripurna_Navasana_,553.jpg,5,19,2,both
3317,Peacock_Pose_or_Mayurasana_,247.jpg,4,16,42,both
474,Cat_Cow_Pose_or_Marjaryasana_,1_218.jpg,5,18,7,both
1025,Corpse_Pose_or_Savasana_,187.jpg,4,13,12,both
882,Cobra_Pose_or_Bhujangasana_,3_75.jpg,4,14,10,both
1018,Cockerel_Pose,2_7.jpg,2,9,11,both
968,Cockerel_Pose,2_207.jpg,2,9,11,both
7994,Side_Plank_Pose_or_Vasisthasana_,373.jpg,4,15,56,both
921,Cobra_Pose_or_Bhujangasana_,3_185.jpg,4,14,10,both
1405,Eagle_Pose_or_Garudasana_,57.jpg,0,0,18,both
4515,Standing_Forward_Bend_pose_or_Uttanasana_,2_125.jpg,0,1,60,both
4816,Supta_Baddha_Konasana_,2_307.jpg,4,13,65,both
6285,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_127.jpg,0,2,21,both
4472,Standing_Forward_Bend_pose_or_Uttanasana_,1_219.jpg,0,1,60,both
2170,Fish_Pose_or_Matsyasana_,448.jpg,4,13,25,both
1565,Eight-Angle_Pose_or_Astavakrasana_,90.jpg,2,10,19,both
5502,Warrior_III_Pose_or_Virabhadrasana_III_,65.jpg,0,3,73,both
164,Bound_Angle_Pose_or_Baddha_Konasana_,1_286.jpg,1,4,3,both
4230,Sitting pose 1 (normal),3_475.jpg,1,4,57,both
2517,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_429.jpg,1,5,30,both
5494,Warrior_III_Pose_or_Virabhadrasana_III_,120.jpg,0,3,73,both
5567,Warrior_II_Pose_or_Virabhadrasana_II_,455.jpg,0,3,74,both
3986,Side-Reclining_Leg_Lift_pose_or_Anantasana_,20.jpg,4,15,54,both
3827,Scorpion_pose_or_vrischikasana,1_53.jpg,3,12,51,both
1475,Eagle_Pose_or_Garudasana_,273.jpg,0,0,18,both
432,Camel_Pose_or_Ustrasana_,58.jpg,5,17,6,both
6904,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_104.jpg,0,3,61,both
5866,Yogic_sleep_pose,1_94.jpg,4,13,80,both
6888,Standing_Forward_Bend_pose_or_Uttanasana_,1_290.jpg,0,1,60,both
2121,Fish_Pose_or_Matsyasana_,193.jpg,4,13,25,both
4954,Supta_Virasana_Vajrasana,3_20.jpg,4,13,66,both
6304,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_169.jpg,0,2,21,both
5472,Warrior_III_Pose_or_Virabhadrasana_III_,552.jpg,0,3,73,both
5246,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,104.jpg,5,17,70,both
5782,Wild_Thing_pose_or_Camatkarasana_,179.jpg,5,17,78,both
4772,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_420.jpg,3,11,64,both
1064,Corpse_Pose_or_Savasana_,239.jpg,4,13,12,both
5734,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,106.jpg,0,1,77,both
6227,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,591.jpg,0,1,17,both
6056,Camel_Pose_or_Ustrasana_,35.jpg,5,17,6,both
1381,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,596.jpg,0,1,17,both
2371,Garland_Pose_or_Malasana_,206.jpg,1,4,28,both
